月份,Sheet,问题类型,包名,发货单号,字段,原始值,处理后值,原始行号,处理后行号,说明
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1571515,整行,1.0/6.4/6.4,,77,,
1月,全部科室(汇总对比),缺失行,组织钳-1/Z1026,1571515,整行,1.0/6.4/6.4,,78,,
1月,全部科室(汇总对比),缺失行,镊子28弯针8吸管18喉镜18盘1/W9050,1571515,整行,1.0/321.2/321.2,,79,,
1月,全部科室(汇总对比),缺失行,橄榄头-20/Z2030,1571530,整行,6.0/70.4/422.4,,80,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1571832,整行,6.0/114.4/686.4,,81,,
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1571832,整行,1.0/6.4/6.4,,82,,
1月,全部科室(汇总对比),缺失行,组织钳-1/Z1026,1571832,整行,1.0/6.4/6.4,,83,,
1月,全部科室(汇总对比),缺失行,镊子45弯针12吸引管38喉镜32盘1/w9050,1571832,整行,1.0/563.2/563.2,,84,,
1月,全部科室(汇总对比),缺失行,橄榄头-20/Z2030,1571845,整行,5.0/70.4/352.0,,85,,
1月,全部科室(汇总对比),缺失行,活检钳1三通1/Z2030,1571845,整行,1.0/35.2/35.2,,86,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1572177,整行,4.0/114.4/457.6,,87,,
1月,全部科室(汇总对比),缺失行,刮勺-1/Z7526,1572177,整行,1.0/6.4/6.4,,88,,
1月,全部科室(汇总对比),缺失行,剪刀-1/Z1029,1572177,整行,1.0/6.4/6.4,,89,,
1月,全部科室(汇总对比),缺失行,组织钳-1/Z1026,1572177,整行,1.0/6.4/6.4,,90,,
1月,全部科室(汇总对比),缺失行,镊子37弯针3吸引管29喉镜13盘1/w9050,1572177,整行,1.0/365.2/365.2,,91,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1572456,整行,8.0/114.4/915.2,,92,,
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1572456,整行,9.0/6.4/57.6,,93,,
1月,全部科室(汇总对比),缺失行,镊子54弯针4吸引管44喉镜17盘1/w9050,1572456,整行,1.0/510.4/510.4,,94,,
1月,全部科室(汇总对比),缺失行,橄榄头-20/Z2030,1572530,整行,6.0/70.4/422.4,,95,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1572909,整行,3.0/114.4/343.2,,96,,
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1572909,整行,3.0/6.4/19.2,,97,,
1月,全部科室(汇总对比),缺失行,直角压舌板-1  /Z1026,1572909,整行,1.0/6.4/6.4,,98,,
1月,全部科室(汇总对比),缺失行,组织钳-1/Z1026,1572909,整行,5.0/6.4/32.0,,99,,
